"Statistic Label","Month","Licensing Authority","Type of Fuel","UNIT","VALUE"
"Secondhand Private Cars","2022 May","Kildare","Electric","Number","0"
"Secondhand Private Cars","2022 May","Kildare","Petrol or Diesel plug-in hybrid electric","Number","16"
"Secondhand Private Cars","2022 May","Kildare","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Kilkenny","All fuel types","Number","42"
"Secondhand Private Cars","2022 May","Kilkenny","Petrol","Number","21"
"Secondhand Private Cars","2022 May","Kilkenny","Diesel","Number","17"
"Secondhand Private Cars","2022 May","Kilkenny","Other fuel types","Number",""
"Secondhand Private Cars","2022 May","Kilkenny","Petrol and electric hybrid","Number","2"
"Secondhand Private Cars","2022 May","Kilkenny","Electric","Number","0"
"Secondhand Private Cars","2022 May","Kilkenny","Petrol or Diesel plug-in hybrid electric","Number","2"
"Secondhand Private Cars","2022 May","Kilkenny","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Laois","All fuel types","Number","45"
"Secondhand Private Cars","2022 May","Laois","Petrol","Number","15"
"Secondhand Private Cars","2022 May","Laois","Diesel","Number","24"
"Secondhand Private Cars","2022 May","Laois","Other fuel types","Number",""
"Secondhand Private Cars","2022 May","Laois","Petrol and electric hybrid","Number","5"
"Secondhand Private Cars","2022 May","Laois","Electric","Number","0"
"Secondhand Private Cars","2022 May","Laois","Petrol or Diesel plug-in hybrid electric","Number","0"
"Secondhand Private Cars","2022 May","Laois","Diesel and electric hybrid","Number","1"
"Secondhand Private Cars","2022 May","Leitrim","All fuel types","Number","17"
"Secondhand Private Cars","2022 May","Leitrim","Petrol","Number","9"
"Secondhand Private Cars","2022 May","Leitrim","Diesel","Number","6"
"Secondhand Private Cars","2022 May","Leitrim","Other fuel types","Number",""
"Secondhand Private Cars","2022 May","Leitrim","Petrol and electric hybrid","Number","1"
"Secondhand Private Cars","2022 May","Leitrim","Electric","Number","0"
"Secondhand Private Cars","2022 May","Leitrim","Petrol or Diesel plug-in hybrid electric","Number","1"
"Secondhand Private Cars","2022 May","Leitrim","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Longford","All fuel types","Number","45"
"Secondhand Private Cars","2022 May","Longford","Petrol","Number","13"
"Secondhand Private Cars","2022 May","Longford","Diesel","Number","25"
"Secondhand Private Cars","2022 May","Longford","Other fuel types","Number",""
"Secondhand Private Cars","2022 May","Longford","Petrol and electric hybrid","Number","6"
"Secondhand Private Cars","2022 May","Longford","Electric","Number","0"
"Secondhand Private Cars","2022 May","Longford","Petrol or Diesel plug-in hybrid electric","Number","1"
"Secondhand Private Cars","2022 May","Longford","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Louth","All fuel types","Number","157"
"Secondhand Private Cars","2022 May","Louth","Petrol","Number","77"
"Secondhand Private Cars","2022 May","Louth","Diesel","Number","58"
"Secondhand Private Cars","2022 May","Louth","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","Louth","Petrol and electric hybrid","Number","10"
"Secondhand Private Cars","2022 May","Louth","Electric","Number","3"
"Secondhand Private Cars","2022 May","Louth","Petrol or Diesel plug-in hybrid electric","Number","9"
"Secondhand Private Cars","2022 May","Louth","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Mayo","All fuel types","Number","95"
"Secondhand Private Cars","2022 May","Mayo","Petrol","Number","18"
"Secondhand Private Cars","2022 May","Mayo","Diesel","Number","65"
"Secondhand Private Cars","2022 May","Mayo","Other fuel types","Number",""
"Secondhand Private Cars","2022 May","Mayo","Petrol and electric hybrid","Number","8"
"Secondhand Private Cars","2022 May","Mayo","Electric","Number","1"
"Secondhand Private Cars","2022 May","Mayo","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 May","Mayo","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Meath","All fuel types","Number","228"
"Secondhand Private Cars","2022 May","Meath","Petrol","Number","110"
"Secondhand Private Cars","2022 May","Meath","Diesel","Number","68"
"Secondhand Private Cars","2022 May","Meath","Other fuel types","Number",""
"Secondhand Private Cars","2022 May","Meath","Petrol and electric hybrid","Number","38"
"Secondhand Private Cars","2022 May","Meath","Electric","Number","0"
"Secondhand Private Cars","2022 May","Meath","Petrol or Diesel plug-in hybrid electric","Number","12"
"Secondhand Private Cars","2022 May","Meath","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Monaghan","All fuel types","Number","70"
"Secondhand Private Cars","2022 May","Monaghan","Petrol","Number","16"
"Secondhand Private Cars","2022 May","Monaghan","Diesel","Number","50"
"Secondhand Private Cars","2022 May","Monaghan","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","Monaghan","Petrol and electric hybrid","Number","1"
"Secondhand Private Cars","2022 May","Monaghan","Electric","Number","0"
"Secondhand Private Cars","2022 May","Monaghan","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 May","Monaghan","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Offaly","All fuel types","Number","30"
"Secondhand Private Cars","2022 May","Offaly","Petrol","Number","14"
"Secondhand Private Cars","2022 May","Offaly","Diesel","Number","13"
"Secondhand Private Cars","2022 May","Offaly","Other fuel types","Number",""
"Secondhand Private Cars","2022 May","Offaly","Petrol and electric hybrid","Number","3"
"Secondhand Private Cars","2022 May","Offaly","Electric","Number","0"
"Secondhand Private Cars","2022 May","Offaly","Petrol or Diesel plug-in hybrid electric","Number","0"
"Secondhand Private Cars","2022 May","Offaly","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Roscommon","All fuel types","Number","97"
"Secondhand Private Cars","2022 May","Roscommon","Petrol","Number","31"
"Secondhand Private Cars","2022 May","Roscommon","Diesel","Number","43"
"Secondhand Private Cars","2022 May","Roscommon","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","Roscommon","Petrol and electric hybrid","Number","19"
"Secondhand Private Cars","2022 May","Roscommon","Electric","Number","0"
"Secondhand Private Cars","2022 May","Roscommon","Petrol or Diesel plug-in hybrid electric","Number","4"
"Secondhand Private Cars","2022 May","Roscommon","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Sligo","All fuel types","Number","33"
"Secondhand Private Cars","2022 May","Sligo","Petrol","Number","10"
"Secondhand Private Cars","2022 May","Sligo","Diesel","Number","19"
"Secondhand Private Cars","2022 May","Sligo","Other fuel types","Number",""
"Secondhand Private Cars","2022 May","Sligo","Petrol and electric hybrid","Number","1"
"Secondhand Private Cars","2022 May","Sligo","Electric","Number","0"
"Secondhand Private Cars","2022 May","Sligo","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 May","Sligo","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Westmeath","All fuel types","Number","63"
"Secondhand Private Cars","2022 May","Westmeath","Petrol","Number","21"
"Secondhand Private Cars","2022 May","Westmeath","Diesel","Number","30"
"Secondhand Private Cars","2022 May","Westmeath","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","Westmeath","Petrol and electric hybrid","Number","9"
"Secondhand Private Cars","2022 May","Westmeath","Electric","Number","0"
"Secondhand Private Cars","2022 May","Westmeath","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 May","Westmeath","Diesel and electric hybrid","Number",""
"Secondhand Private Cars","2022 May","Wexford","All fuel types","Number","71"
"Secondhand Private Cars","2022 May","Wexford","Petrol","Number","27"
"Secondhand Private Cars","2022 May","Wexford","Diesel","Number","36"
"Secondhand Private Cars","2022 May","Wexford","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","Wexford","Petrol and electric hybrid","Number","5"
"Secondhand Private Cars","2022 May","Wexford","Electric","Number","1"
"Secondhand Private Cars","2022 May","Wexford","Petrol or Diesel plug-in hybrid electric","Number","2"
"Secondhand Private Cars","2022 May","Wexford","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Wicklow","All fuel types","Number","101"
"Secondhand Private Cars","2022 May","Wicklow","Petrol","Number","54"
"Secondhand Private Cars","2022 May","Wicklow","Diesel","Number","24"
"Secondhand Private Cars","2022 May","Wicklow","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","Wicklow","Petrol and electric hybrid","Number","18"
"Secondhand Private Cars","2022 May","Wicklow","Electric","Number","0"
"Secondhand Private Cars","2022 May","Wicklow","Petrol or Diesel plug-in hybrid electric","Number","5"
"Secondhand Private Cars","2022 May","Wicklow","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Limerick","All fuel types","Number","123"
"Secondhand Private Cars","2022 May","Limerick","Petrol","Number","55"
"Secondhand Private Cars","2022 May","Limerick","Diesel","Number","32"
"Secondhand Private Cars","2022 May","Limerick","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","Limerick","Petrol and electric hybrid","Number","27"
"Secondhand Private Cars","2022 May","Limerick","Electric","Number","0"
"Secondhand Private Cars","2022 May","Limerick","Petrol or Diesel plug-in hybrid electric","Number","9"
"Secondhand Private Cars","2022 May","Limerick","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Waterford","All fuel types","Number","64"
"Secondhand Private Cars","2022 May","Waterford","Petrol","Number","28"
"Secondhand Private Cars","2022 May","Waterford","Diesel","Number","27"
"Secondhand Private Cars","2022 May","Waterford","Other fuel types","Number",""
"Secondhand Private Cars","2022 May","Waterford","Petrol and electric hybrid","Number","6"
"Secondhand Private Cars","2022 May","Waterford","Electric","Number","0"
"Secondhand Private Cars","2022 May","Waterford","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 May","Waterford","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Tipperary","All fuel types","Number","101"
"Secondhand Private Cars","2022 May","Tipperary","Petrol","Number","38"
"Secondhand Private Cars","2022 May","Tipperary","Diesel","Number","43"
"Secondhand Private Cars","2022 May","Tipperary","Other fuel types","Number",""
"Secondhand Private Cars","2022 May","Tipperary","Petrol and electric hybrid","Number","16"
"Secondhand Private Cars","2022 May","Tipperary","Electric","Number","1"
"Secondhand Private Cars","2022 May","Tipperary","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 May","Tipperary","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Cork","All fuel types","Number","303"
"Secondhand Private Cars","2022 May","Cork","Petrol","Number","125"
"Secondhand Private Cars","2022 May","Cork","Diesel","Number","89"
"Secondhand Private Cars","2022 May","Cork","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","Cork","Petrol and electric hybrid","Number","58"
"Secondhand Private Cars","2022 May","Cork","Electric","Number","4"
"Secondhand Private Cars","2022 May","Cork","Petrol or Diesel plug-in hybrid electric","Number","27"
"Secondhand Private Cars","2022 May","Cork","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Dublin","All fuel types","Number","1431"
"Secondhand Private Cars","2022 May","Dublin","Petrol","Number","733"
"Secondhand Private Cars","2022 May","Dublin","Diesel","Number","250"
"Secondhand Private Cars","2022 May","Dublin","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","Dublin","Petrol and electric hybrid","Number","272"
"Secondhand Private Cars","2022 May","Dublin","Electric","Number","7"
"Secondhand Private Cars","2022 May","Dublin","Petrol or Diesel plug-in hybrid electric","Number","168"
"Secondhand Private Cars","2022 May","Dublin","Diesel and electric hybrid","Number","1"
"Secondhand Private Cars","2022 June","All licensing authorities","All fuel types","Number","3944"
"Secondhand Private Cars","2022 June","All licensing authorities","Petrol","Number","1689"
"Secondhand Private Cars","2022 June","All licensing authorities","Diesel","Number","1360"
"Secondhand Private Cars","2022 June","All licensing authorities","Other fuel types","Number","0"
"Secondhand Private Cars","2022 June","All licensing authorities","Petrol and electric hybrid","Number","564"
